"name","publishedAtDate","stars","state","text","title"
"Lenin Micheal Thobias","2025-05-10T02:52:36.267Z","5","Penang","Very nice environment and very clean swimming pool . And one of the staff by the name selva in from pool attendant was very friendly and attentive .","Royale Chulan Penang"
"Nour Lou","2025-05-09T07:36:24.600Z","1","Penang","Établissement à fuir !!! Je vous assure que je n'exagère pas ! L'hôtel est très vétuste, il n'y a que la façade qui est jolie ! Les chambres ne sont pas propres du tout, nous sommes repartis aussitôt arrivés, même si nous avons perdu de l'argent il était hors de question d'y rester. L'odeur qui s'y dégage est trés désagréable, la chambre sentait le renfermé, pour les personnes asthmatiques et allergiques comme moi c'était juste insoutenable, la moquette était sale et la salle de bain je n'en parle même pas !","Royale Chulan Penang"
"Trip.com Member","2025-05-05T23:59:59.999Z",,"Penang","breakfast spread was great. front desk service was under par as we did not feel welcomed.","Royale Chulan Penang"
"Radka","2025-05-05T09:49:29.793Z","4","Penang",,"Royale Chulan Penang"
"Trip.com Member","2025-05-02T23:59:59.999Z",,"Penang","The staff were friendly and helpful during my stay. My room was nicely prepared and clean. I happened to meet the room maintenance lady that came the next morning. She was very friendly and nice to greet with me. I had enjoyed my time staying here and would recommend it to other people. It is a heritage hotel but is very well maintained.","Royale Chulan Penang"
"Ily S","2025-05-02T12:22:18.213Z","5","Penang","As we walked into the lobby, it had a charming 90s vibe — in a good way. The staff were very friendly and accommodating. We had medication that needed to be kept chilled, and since the fridge in our room wasn’t cold enough, the front desk staff kindly offered to store it in their chiller overnight. We really appreciated their help.

Our room was spacious and comfortable. Just a small suggestion: it would be great if robes and face towels were provided. We wish we could have stayed longer!","Royale Chulan Penang"
"Trip.com Member","2025-05-01T23:59:59.999Z",,"Penang","Service reception was successful, house keeping was helping, hotel just in the middle of town can access to all place, facilities and amenities was good, i like the pool is beautiful and clean, sure will repeat again soon.","Royale Chulan Penang"
"Trip.com Member","2025-05-01T23:59:59.999Z",,"Penang","Lokasi jauh dari kedai2Bilik sempit style lamaAir bertakung dalam toiletTilam bantal okla","Royale Chulan Penang"
"Rizal Ifny","2024-11-02T11:41:02.047Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"missasyqin","2024-11-01T00:28:19.640Z","5","Negeri Sembilan","Recommended 👍🏻😍😍😍😍😍
Friendly staff 👍🏻👍🏻👍🏻👍🏻👍🏻
Twice stayed at the hotel
Will come again & again😘","Royale Chulan Seremban"
"San Shariff","2024-10-31T08:37:41.967Z","4","Negeri Sembilan","Suitable for seminar","Royale Chulan Seremban"
"Robert Agar-Hutton","2024-10-31T03:26:58.904Z","4","Negeri Sembilan","Wanted to stay near Taman Tasik for a few days and the Royal Chulan is only a minute or so walk away.
The hotel is a bit dated but the room we had was spacious and bright with a nice view of Seremban.
Breakfast buffet is good although the coffee machines seem to need more than a little attention from staff each morning.
I used the gym a few times and it is adequate although it could be improved, I'd suggest adding a water fountain and a bottle of antibacterial hand lotion and also having the studio attached to the gym open for use as an area for stretching or other light exercise.","Royale Chulan Seremban"
"Mohd hasnol Abu hassan","2024-10-30T03:22:37.659Z","5","Negeri Sembilan","A clean, comfortable place and close to the lake park","Royale Chulan Seremban"
"Mardhiah Jeffrey","2024-10-29T09:57:03.166Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Sonia Nair","2024-10-29T07:31:11.954Z","4","Negeri Sembilan","Stayed here for one night.
They had even made a curtesy call to check on the room whether everything is fine. I’ve stayed in big names hotels but none made an effort to check about the room moment we checked in.
That’s one thing I like about Royale chulan Seremban. Definitely will book this hotel again.","Royale Chulan Seremban"
"Trip.com Member","2024-10-28T23:59:59.999Z",,"Negeri Sembilan","A nice hotel for short getaway. Fast and easy check in process. Free car park is provided. Room is spacious and clean. Overall good experience.","Royale Chulan Seremban"
"Navi Zulak","2024-10-28T10:56:53.276Z","4","Negeri Sembilan",,"Royale Chulan Seremban"
"Muhd Luqman Haziq","2024-10-27T15:14:10.165Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"RAIHANAH AZAHARI","2024-10-27T08:21:00.384Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Ts. Dr. Masrulehsan Mamat","2024-10-23T10:53:01.310Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"aziah aziz","2024-10-23T09:00:07.793Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Hanif Aziz","2024-10-23T07:23:41.732Z","4","Negeri Sembilan",,"Royale Chulan Seremban"
"Trip.com Member","2024-10-22T23:59:59.999Z",,"Negeri Sembilan","Everything ok, will recommend fren and family members to stay at Royal Chulan.","Royale Chulan Seremban"
"Sharulazman Mohd Ghazali","2024-10-21T09:45:19.052Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Mohd Zamrus Mohd Ali","2024-10-21T04:57:37.270Z","4","Negeri Sembilan","Helpfull bellman and friendly staff at counter. That was great. Don't be too serious ok..","Royale Chulan Seremban"
"Muhd Azim","2024-10-20T08:45:49.721Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Zakie Ismail","2024-10-20T05:21:05.393Z","5","Negeri Sembilan","Bilik bersih, suasana tenang, semua staff tak kira jawatan sgt mesra dan membantu. Makanan pun sedap.","Royale Chulan Seremban"
"Kabilan Kabi","2024-10-19T13:42:50.648Z","5","Negeri Sembilan","Had cockroaches in the room..but they managed to change our room into a suite room...I appreciate their service","Royale Chulan Seremban"
"Nancy Lai","2025-07-23T12:05:12.072Z","5","Selangor",,"Royale Chulan The Curve"
"Aini Chemok","2025-07-23T03:21:41.711Z","5","Selangor","Hotel yg sesuai utk kursus sambil jalan² shopping sebab berhampiran dgn Ikea dan lain². Hospitality semua ok. Makanan memuaskan.","Royale Chulan The Curve"
"Farah Hazwani Mohd Idrus","2025-07-21T03:45:54.671Z","5","Selangor",,"Royale Chulan The Curve"
"YeaFui Chung","2025-07-21T03:12:26.465Z","4","Selangor",,"Royale Chulan The Curve"
"Ali Nordin","2025-07-20T04:24:05.664Z","5","Selangor","Servis terbaik. Bilik best. Location strategic","Royale Chulan The Curve"
"Weerapat Sittisua","2025-07-20T03:45:51.766Z","4","Selangor",,"Royale Chulan The Curve"
"Nurleila aziz","2025-07-19T00:24:47.975Z","1","Selangor","I'm walk in for breakfast.
Breakfast it ok la tp kena pula duduk dkt luar sbb tah sape la yg dtg mcm penting bagai.da la kt luar panas kipas pun tak di buka. Kita bayar bkn makan free.terasa di diskriminasi pulak .
Kita nk support selalu je dtg sini.","Royale Chulan The Curve"
"Trip.com Member","2025-07-17T23:59:59.999Z",,"Selangor","link to mall","Royale Chulan The Curve"
"Mazlan Mansor","2025-07-17T03:13:57.469Z","5","Selangor",,"Royale Chulan The Curve"
"Rico Lee","2025-07-16T13:06:05.944Z","5","Selangor",,"Royale Chulan The Curve"
"Ophelia Chong","2025-07-16T11:26:17.697Z","4","Selangor","I decided to change my 5 star review to 4 star review because Of the room card system.

The room card is not working every time I come back to the hotel. And I need to go to the reception counter to settle it. That is really troublesome for me.","Royale Chulan The Curve"
"Amir","2025-07-15T04:25:38.694Z","5","Selangor","All good with nice bed and clean room. Service is excellent. Will come back.","Royale Chulan The Curve"
"Mohamad Solehin Nordin","2025-07-14T03:56:15.542Z","5","Selangor",,"Royale Chulan The Curve"
"Syafiq Hasnan","2025-07-14T02:54:44.858Z","1","Selangor","Untuk harga rm39, Sedih je breakfast nya. Sosej ayam pun dah kecut. Tak kan repeat dah lah","Royale Chulan The Curve"
"Nicholas Low","2025-07-13T06:54:05.136Z","5","Selangor","Great stay, will come here again in a heartbeat","Royale Chulan The Curve"
"Najihah Sukery","2025-07-13T03:52:08.677Z","5","Selangor",,"Royale Chulan The Curve"
"Sya One","2025-07-13T03:49:14.152Z","5","Selangor","everything is superb","Royale Chulan The Curve"
"Hazril Mohd Ridowan","2025-07-13T03:35:02.875Z","5","Selangor","It’s very pleasant staying here. Will come again and again","Royale Chulan The Curve"
"Nur Cyatila","2025-07-13T03:28:27.380Z","5","Selangor",,"Royale Chulan The Curve"
"Mohd Bazli Muhamad","2025-07-13T02:32:08.587Z","5","Selangor","🫰🏻🫰🏻🫰🏻👌🏻👌🏻👌🏻👌🏻🤝🏻🤝🏻🤝🏻","Royale Chulan The Curve"
"Trip.com Member","2024-12-06T23:59:59.999Z",,"Selangor","地點方便，近商場","Royale Chulan Damansara"
"Anderson Tan","2024-12-06T12:13:26.686Z","5","Selangor","I recently stayed at Royale Chulan Damansara. The rooms are spacious and the location is fantastic, with easy access to nearby malls and restaurants. However, I found the service to be below par, and the hotel shows its age. Overall, a mixed experience—great location, but room for improvement in service quality.","Royale Chulan Damansara"
"Md Razali","2024-12-06T00:00:32.724Z","3","Selangor",,"Royale Chulan Damansara"
"Parth Garg","2024-12-05T18:25:40.959Z","5","Selangor","I stayed at Royale Chulan for almost 7 days. Hotel service is soo great that I never felt the need to call them for anything. everyday I leave my iPad, and cash on table and it never got stolen.

Breakfast was good too. But not much veg only option for dinner","Royale Chulan Damansara"
"RADIAH BT. ABDUL GHANI","2024-12-05T02:49:51.928Z","5","Selangor","I was here to attend 2 days programme by university. The room is in excellent condition with fully functions toilet, tv, aircond etc, kind of luxury too. The coffee house  provides an excellent service with lots of food choices. Highly recommended for those who want to stay near to mall (the curve), ice skating arena etc.","Royale Chulan Damansara"
"Hartini Nadzalan","2024-12-02T07:17:11.118Z","5","Selangor","Nice hotel. Cantik dan klasik ala-ala english. Suka dia punya design. Affordable price. Breakfast sedap.
Makanan sedap-sedap belaka. Malam-malam boleh turun makan kat kedai bawah sebelah Japanese restaurant tu. Ada masakan panas. Order nasi goreng kampung dan char kuew tiaw. Sedap gilerr..","Royale Chulan Damansara"
"beeyean","2024-12-02T05:01:47.533Z","1","Selangor","Attend the buffet dinner in the event hall. The food is not nice and the hall is hot.","Royale Chulan Damansara"
"ctnoor88","2024-12-01T08:47:45.617Z","4","Selangor","The hotel offers several commendable features. The room is spacious and well-equipped with essential amenities such as fridge, hairdryer and coffee maker, ensuring a comfortable stay. Its strategic location is highly convenient, and the check-in & check-out are seamless. Additionally, my room featured a delightful pool view, which was both relaxing and enjoyable.

However, some aspects were disappointing for a 5-star hotel. The TV channels were limited, and the picture quality was often blurry. The room was not soundproof, so I could hear noises from the next room. Additionally, the elevators were very slow, even during non-peak hours. And there’s no internet or phone signal in the basement parking, making it hard to stay connected.

Overall, the hotel has potential but needs improvement in certain areas to truly match a 5-star standard.","Royale Chulan Damansara"
"SYAHRIAH. S","2024-12-01T03:22:42.681Z","5","Selangor","Food sangat sedap dan banyak pilihan","Royale Chulan Damansara"
"Trip.com Member","2024-11-30T23:59:59.999Z",,"Selangor","住了两周，隔音不是很好，房间比较老，但是很干净，最后几晚隔壁带着小孩非常吵，一直吵到夜里两三点。 前面十几天都是很不错的。","Royale Chulan Damansara"
"Chee Loon Wong","2024-11-30T02:08:43.387Z","5","Selangor",,"Royale Chulan Damansara"
"Sumedh Patil","2024-11-29T10:00:02.134Z","4","Selangor",,"Royale Chulan Damansara"
"Soong Roro","2024-11-28T07:22:41.003Z","4","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2024-11-27T23:59:59.999Z",,"Selangor","지난번에 이어서 여기서 다시 숙박 했습니다. 가성비 여전히 훌륭한 호텔입니다.  잎으로 계속 여기서. 숙박 할 거 같아요.","Royale Chulan Damansara"
"Shamsulgafar Ramli","2024-11-27T13:54:37.013Z","5","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2024-11-26T23:59:59.999Z",,"Selangor","酒店整体不算新建筑，保养得还不错。房间大小合适，符合10年前的五星级审美，比较干净卫生。大堂，泳池等公共区域非常耐看。早餐还行。","Royale Chulan Damansara"
"Trip.com Member","2024-11-26T23:59:59.999Z",,"Selangor","吉隆坡五星酒店里，性价比不错的一家。早餐充分考虑了各族人群的口味。房间风格偏古典，10多年的历史，保养的还不错。","Royale Chulan Damansara"
"Trip.com Member","2024-11-26T23:59:59.999Z",,"Selangor","Very bad experience to stay over there , no one inform us the club lounge not open , when I check in only let me know have breakfast in coffee shop and afternoon tea set in room ,  I asked them also have two piece Landry per day and I gave them the Landry to wash and I keep chasing them until my checked out time the Landry is back to me since I no time to check because I need to go to airport when I back home unpack my luggage I find my shirt have other colour on it , so I not expected my clothes to wash and return me like this really not a 5 star hotel standard","Royale Chulan Damansara"
"Phaveena Alcaide (Pavi)","2024-11-26T17:27:44.997Z","2","Selangor","The hotel has a charming old-style vibe, and the rooms are spacious, but unfortunately, they seem worn down and poorly maintained. There was an odd smell in the room, sometimes resembling smoke, which made my stay uncomfortable.

As someone with allergic rhinitis, the air quality in the room aggravated my condition and even progressed to a cough. The moldy smell, likely coming from the carpet, air conditioning, or curtains, was hard to ignore.

On the positive side, I appreciated the strong water pressure in the bathroom. However, I was disappointed that there was no bidet, which would have been a convenient addition.

Let me know if you’d like more changes!","Royale Chulan Damansara"
"Shailender Munagala","2024-11-25T06:56:51.466Z","5","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2024-10-05T23:59:59.999Z",,"Pahang","Overall was good.might come again next time.walking distance to beach.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Ali Imran","2024-10-05T23:52:26.560Z","4","Pahang",,"Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Raidah Kamar","2024-10-05T12:22:13.412Z","5","Pahang",,"Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Scenic42946175905","2024-10-02T23:59:59.999Z",,"Pahang","The chalets is comfy with easy access to private beach. The room service is really great with nice hospitality provided by the management. A good place to stay for family vacation as its far from busy crowd of city or simply serve as escape from busy working days.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"nurshafinim","2024-10-02T23:59:59.999Z",,"Pahang","The food were so great! So many choices during breakfast, lunch and dinner.|I like their chalet room. It was clean, the bed was comfy, bathroom was huge  and the staff were so friendly. Over all, their service was so good and we have a very nice stay!","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"870lilyz","2024-10-02T23:59:59.999Z",,"Pahang","Worth the looooooong travel!!!!!!!Had an amazing stay with friendly and helpful staff.... The room is a bit tired looking but still comfortable...Near the serene sea. Food can be improved. And there's an issue with some flies but all is well. Would consider coming back here.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"89sitihajarm","2024-10-02T23:59:59.999Z",,"Pahang","My first experience of 3d2n business trip. Overall is good.but i think sofa and blanket in the room need  to be changed.The blanket is an old style blanket.the view is good with private beach.Dont have pool so need to go to the nearby villa with small payment.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Bee Hadi","2024-10-02T15:23:53.445Z","5","Pahang","Stayed here for 3 days 2 nights, service is amazing, the room is nicely furnished and everything is provided. The rooms are not soundproof so you can hear people talking next door, but it doesn't really bother my sleep!","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Rahman Salim","2024-10-01T09:08:03.068Z","5","Pahang","The chalets is good, clean surroundings but the public beach nearby outside of the chalets is dirty with no efforts to clean up those strewn foods containers.
Having said about the strewn rubbish, the chalets itself is worth staying, value for money, great courteous staffs, good breakfasts.
However if you want premium accomodations, try their villas up on the hill...amazing","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Fareen Farid","2024-09-30T11:36:48.244Z","5","Pahang","Tranquil environment comfortable room","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Trip.com Member","2024-09-29T23:59:59.999Z",,"Pahang","Best hotel ever in Cherating with ambience view and beautiful beach was awesome. Definitely will come again in future","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Rosli AR","2024-09-24T11:53:57.953Z","5","Pahang",,"Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Tony Ng","2024-09-24T11:02:28.597Z","4","Pahang","We had a wonderful time at the hotel. The price is reasonable, and it's just a short walk to the beach. Everyone had so much fun at the beach that no one wanted to leave. The service was good and friendly, and the room service is reasonably priced as well. The breakfast was just okay. The only downside is that access to the swimming pool is restricted during school holidays, even though we were willing to pay for it. There are also a few cafes and restaurants nearby.

我们在酒店度过了美好的时光。价格合理，离海滩只需步行几分钟。大家在海滩玩得非常开心，都不想离开。服务很好，工作人员非常友善，客房服务的价格也很合理。早餐一般。唯一的不足是，在学校假期期间泳池无法使用，即使我们愿意付费也不行。附近还有几家咖啡馆和餐厅。","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Tan Ngang You","2024-09-24T04:39:25.031Z","4","Pahang","Very kampung feel villa. The staffs are friendly. I'm staying the corner high floor villa, sitting outside the unit feel the breeze.. very comfortable with companion..","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Nik nicky","2024-09-23T13:00:11.741Z","5","Pahang","Hi,

Our small family Day last week at Royal Chulan Cherating very² superb! We book 9 Standard Chalet with breakfast from 16 to 17 Sept 2024 with Mr. Faiza Musa, Guest Service Manager there. We also have a delicious Hari Malaysia BBQ for 27pax (including children/senior citizen) at Villa. The price is very reasonable and got 10% discount.

The arrangement is good, room is clean and good service from staff there. There is a beach behind and easy access for us to go there. No pool but no problem for us 🤣

Safe parking for your car, don’t worry! Very recommended for beach lovers.

Thanks.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"haebaraki","2024-09-23T12:49:33.334Z","5","Pahang","Went there for our anniversary around early September. It was amazing stay! Greeted by staff from the guard house, always smiling and helpful! Check in process was smooth with free welcome drinks! You can park your car at designated area and you'll be picked up by van/buggy to go to reception area and your room! Staff was very helpful and always smiling! It was bonus points! You can move around villa in and out breezely since buggy was provided 24/7. Upon arrival to our room, i was mesmerized by the view! I requested for complimentary cake for my anniversary and they fulfilled them! Even provided me some simple swan towel decorations on bed, I really appreciate the gesture! Their services are top notch i can assure you! The room smells lovely! They even turned on aircond prior to your arrival to ensure the rooms are breezy! I loveee them! Got private beach all by yourself! If you're looking for lovely and serene place to relax, kindly consider this villa, worth every penny! Loving my stay here and i'll be back for suree! 🤍","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"asslailie baharudin","2024-09-22T08:12:34.232Z","5","Pahang","we check in 9 rooms 16/9/24 at resort royale chulan kuantan.thankyou for Mr Faiza Musa for the best arrangement room and suggestion for bbq dinner at villa. BBQ dinner very fun and food delicious 👍🏻👍🏻👍🏻. the room cleans and very friendly and helpful staff. We enjoyed our stay and will go back there again. i want to suggest for add lamp at area beach, this is can the guest make activities at night area beach and very fun . make the beach look useful and beautiful too.. thankyou.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"saifulbahari hussin","2024-09-20T08:38:51.719Z","5","Pahang",,"Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"ÀLlyMie","2024-09-15T06:28:18.522Z","5","Pahang","Tpt bersih..pkerja ramah.Tq semua.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Abd Wahid Haron","2024-09-14T08:00:29.316Z","5","Pahang","Very nice place for vacation and the beach is so clean and very near.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Trip.com Member","2025-04-30T23:59:59.999Z",,"Penang","Never used the facilities but we had breakfast included for our stay. Feedback is that the breakfast salad bar could be better with fresh ingredients and also the buffet spread was quite boring.","Royale Chulan Penang"
"Nazaruddeen Nawi","2025-04-30T04:26:05.066Z","5","Penang",,"Royale Chulan Penang"
"Trip.com Member","2025-04-28T23:59:59.999Z",,"Penang","酒店环境不错","Royale Chulan Penang"
"forkid ishika","2025-04-28T11:59:18.234Z","5","Penang","Tempat cantik menarik tertarik.
Bilik bersih & selesa.
Buffett tidak banyak pilihan.
Rate 8/10","Royale Chulan Penang"
"Raymond Lim","2025-04-27T15:22:08.413Z","5","Penang","Brilliant in all service!!","Royale Chulan Penang"
"Trip.com Member","2025-04-26T23:59:59.999Z",,"Penang","Nice, smell good, breakfast good , friendly staff","Royale Chulan Penang"
"Yogesh Thaker","2025-04-24T04:20:50.200Z","2","Penang","Trust me, when I say that in all the reviews that I do, be it Hotels, Restaurants, Eateries, Road Side Stalls, simply put, any establishments , I have been very honest and at times brutally out coming and earnestly straight forward

There are times when you feel you need a break and the first few things you do is check how you want to reach your destination and where you will be staying throughout the duration of your stay

This time was the desire to visit PENANG after a long absence
Checking through the Hotel Booking App, we decided upon ROYAL CHULAN PENANG

We have stayed in this hotel before which was right after the COVID.
I can still remember the amount of fun we had at this hotel albeit a few shortcomings on the Hotel side

Our expectations were not high, at all this time around as when we booked a room for our 7 nights stay the offer was very good and included Breakfast for 2

After checking in we went to our room. The moment I opened the door, we were greeted by an unpleasant odour
The room had hairs all over the carpet. The dust and grime on the carpet was very evident
Like I said no expectations at all. So silence on our part
As we were leaving for our lunch I stumbled upon one of the House Keeping crew and mentioned to him regarding the smell, dust and hairs
When we came back, the smell in the room was quite pleasant. The rest no need to mention
Our unpleasant encounter started the next day
Despite informing the Reception that we wanted our room to be done as were returning later in the day to rest, the room was not made
Being a Hotelier myself who now train new Hoteliers in Soft Skills, I understand the weekend rush to do the check out guests rooms first
However any requests by stay in guests should also be addressed
We came down to ask the same young Receptionist, SYAZLI regarding the room and he told us it was already in the system. I requested for an update once the room was made at which point we were joined by JOEL VESTOR who promptly replied that they were under no obligation to inform us if the room was made as they have no direct contact with House Keeping. What nonsense!

You are a 4 star hotel. I have witnessed better guests service from a 2 to 3 star Hotels

JOEL VESTOR just shrugged off any further communication and eye contact with me and slothly went to his Duty Desk . Noticing what just transpired, SYAZLI quickly apologised on behalf of JOEL VESTOR. A quirky and at the same time an embarrassing situation

As a Hotelier JOEL VESTOR demonstrated an attitude that is belittling, arragont and unbecoming of a DUTY MANAGER.
I noticed throughout our stay he would be at his desk with his computer and barely any eye contact with guests

MR JOEL VESTOR, come to one of my Classes, I will impart valuable training. FREE OF CHARGE.

From that day onwards, I would tell the House Keeping Crew myself. I got to know them throughout our stay
They were fast, efficient and very courteous
A BIG thank you to
ABANG ZUL , RAJU, SHABIR, KHALID
Best House Keeping Crew

Breakfast was a good with plenty of varieties
The Breakfast Crew were very friendly and helpful

It was indeed a pleasure to meet up with Mr ROHIM. A great personality and a superb Hotelier
Thank you to SEHA too, very friendly and a joy to chat with. Not forgetting a FILIPINA Crew ""SALAMAT PO*

Honestly, it wasn't such a bad stay as we were in PENANG for work related matter from our HOTEL CHAIN HQ

Hotel needs major refurbishment and soft skills were lacking in some of the employees","Royale Chulan Penang"
"Lim Lye Huat","2025-04-20T05:49:05.172Z","4","Penang","Had Easter buffet lunch at your coffeehouse Sri Tanjung, food is above average and d crew members are hardworking, ever ready to clear plates/cutleries and d man in coat/Rohim is extremely hardworking, observance & polite .... will definately come back again...
It's d parking at RM10.00 shud be reviewed ....

TQ, Ronnie Lim (20/04/25)","Royale Chulan Penang"
"ralph blewitt","2025-04-19T21:35:34.776Z","5","Penang","Excellent hotel fantastic service great buffet dinner.
Highly recommend a stay here if your in Penang","Royale Chulan Penang"
"Vincent Tung","2025-04-17T12:46:26.851Z","4","Penang","The parking was really confusing, just when I found myself a very nice parking spot, I was asked to move my car because it was reserved for the employees even though it wasn’t written anywhere near the parking area that they were allocated for the employees! Still I find the interior is interesting as it has the complications of a maze and that’s what makes me like it, I love asymmetrical design!","Royale Chulan Penang"
"Trip.com Member","2025-04-13T23:59:59.999Z",,"Penang","这家酒店的预定可以免费取消。离轮渡码头不远，我们是走过去的，大概10-15分钟其实可以做免费公交CAT2站到金融街更方便。酒店入住方便，老式的星级宾馆的装修，服务也蛮好，有门童开门，早饭也蛮好吃的。性价比比较高，推荐！","Royale Chulan Penang"
"Trip.com Member","2025-04-13T23:59:59.999Z",,"Penang","Good hotel and nice swimming pool","Royale Chulan Penang"
"Suhaimi Ibrahim","2025-04-13T12:08:05.782Z","5","Penang",,"Royale Chulan Penang"
"Trip.com Member","2025-04-12T23:59:59.999Z",,"Penang","It was a comfortable stay at the hotel. Th staff were friendly in greeting when arrived. The lobby was clean and smelt good. In fact the entire hotel smelt wonderful. Rooms were big but the cleanliness can be improve. Breakfast was good too.","Royale Chulan Penang"
"een mil","2025-04-12T15:55:41.525Z","4","Penang",,"Royale Chulan Penang"
"Rosa Rubio","2025-04-12T05:42:29.581Z","5","Penang",,"Royale Chulan Penang"
"Abdul Rahman Abdul Ghani","2025-04-12T03:25:08.822Z","5","Penang",,"Royale Chulan Penang"
"simon meli","2025-04-10T08:51:03.661Z","5","Penang","Selva at the pool keeps everything beautiful very helpful he has only been working here for 5 months but is so polite and helpful. Hotel must be proud. Afternoon tea was great all staff very polite and helpful","Royale Chulan Penang"
"William Wong","2025-04-10T02:28:40.363Z","4","Penang",,"Royale Chulan Penang"
"lee shyyi","2025-04-09T04:59:02.117Z","4","Penang","Rohim from the F&B team stands out every single time we stay here. His service, warmth, and attention to detail are unmatched—even compared to the front desk, who are supposed to be the first point of contact. He consistently delivers a level of hospitality that the rest of the team could learn from. Honestly, he should be leading guest relations. RC needs more like him.

Service crew in the F&B are amazing. Ling at the reception was welcoming.

Aircon in the room is top notch.

However, rooms are starting to feel a bit tired— kettle even had stains. When we asked for extra mineral water, we were told only 2 are provided, though they did eventually give us more. Not sure why they’re so stingy with the basics.

Asked for a hand towel and were told only rooms above the second floor get them by default; unless requested. its just handtowels - which are basic. Same with an extra room key—initial pushback, then gave us one with a reminder to return it.

At checkout, we were loading luggage into the car right at the lobby - a little help would've been nice. It’s all these little things. We’ve stayed here countless times, but the service just isn’t what it used to be.

Overall, still a good hotel, with good value.

Make RC great again.","Royale Chulan Penang"
"asyraf halim","2024-10-19T06:16:46.207Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Atas Bawah","2024-10-18T13:19:58.885Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Shafie30 Shayie36","2024-10-17T21:59:53.636Z","2","Negeri Sembilan",,"Royale Chulan Seremban"
"Knight Light (夜光)","2024-10-16T12:06:18.632Z","4","Negeri Sembilan","The room conditions is old school hotel style but still in good conditions and good hygiene.

The hotel breakfast has less variety of food but still value for the money.

The basement parking is available, however, the reception kinda mess up the parking part. They did not send in my car plate number for the hotel guest complementary parking. When I tried to exit the parking, turns out I need to pay for the parking. Luckily, there are hotel staff near the parking exit which I can request the help from them for me to exit without the need of paying the parking.

They WILL NOT send you invoice like the reception told me until you email to them. The good thing is that they response to my email within 1 working day although they sent me the wrong invoice info.

I will still choose this hotel for staying in Seremban although there is some unpleasant experience.","Royale Chulan Seremban"
"Farid Rahman","2024-10-16T04:51:26.171Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Muhd Fariz Ismail","2024-10-14T04:24:23.964Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Shalz Rjndran","2024-10-13T04:35:59.124Z","5","Negeri Sembilan","Stayed here for a night. Excellent hospitality. Check in and check out was smooth. Room was large,clean, and comfortable. Would come back","Royale Chulan Seremban"
"Trip.com Member","2024-10-12T23:59:59.999Z",,"Negeri Sembilan","Very old hotel with old furnishing. Nothing to really shout out loud but i think this is probably one of the better hotel in seremban due to not many hotel choices here.","Royale Chulan Seremban"
"Trip.com Member","2024-10-12T23:59:59.999Z",,"Negeri Sembilan","My favourite hotel to stay in Seremban. Cozy place to be with my family. Near to the city","Royale Chulan Seremban"
